gender;maritalStatus;age;flagResidencialPhone;areaCodeResidencialPhone;bestPaymentDay;residenceType;monthsInResidence;flagResidenceTown_WorkingTown;monthsInTheJob;personalNetIncome;BAD
F;S;17;N;50;25;P;12;Y;12;230.0;0
M;C;29;Y;31;12;P;84;N;132;960.0;1
F;C;51;Y;31;1;P;264;N;12;250.0;0
M;C;34;N;31;18;O;48;Y;84;411.0;0
F;S;40;N;31;12;P;216;N;24;266.0;0
F;S;27;N;50;8;P;240;N;24;335.0;0
M;C;57;Y;31;28;P;240;Y;480;708.0;0
F;S;19;Y;31;18;C;228;N;0;250.0;0
F;C;49;Y;31;12;P;84;Y;132;384.0;0
F;S;24;Y;31;28;A;36;N;0;0.0;0
F;C;45;N;50;18;P;180;N;96;600.0;0
F;S;19;Y;31;20;P;228;N;0;360.0;0
M;C;59;N;31;18;P;96;N;12;442.0;0
F;S;19;Y;31;12;P;24;N;12;221.0;0
F;S;35;Y;50;12;P;432;N;24;278.0;0
F;S;18;Y;31;28;P;60;N;0;250.0;0
M;S;19;Y;31;12;A;24;N;12;450.0;0
F;S;29;Y;31;1;P;360;N;0;0.0;1
F;S;37;Y;31;12;A;36;Y;96;227.0;0
F;S;22;N;50;3;C;48;Y;0;200.0;0
F;C;27;Y;57;18;A;12;N;12;350.0;0
F;S;46;Y;31;8;P;204;N;84;900.0;0
M;C;22;Y;31;12;P;144;Y;24;600.0;1
M;D;35;N;50;20;O;12;Y;12;420.0;1
F;D;49;Y;23;18;P;120;N;0;1000.0;0
M;C;55;Y;31;12;P;240;N;96;1342.0;0
M;D;32;Y;31;12;C;24;Y;24;870.0;1
F;S;35;N;50;18;P;432;N;72;600.0;0
F;C;26;Y;5;28;P;72;N;12;200.0;0
F;S;18;N;31;25;C;24;Y;12;266.0;1
F;O;38;Y;31;8;P;432;N;240;838.0;0
F;S;18;Y;5;8;C;60;Y;60;220.0;1
F;V;54;Y;31;18;P;348;Y;72;204.0;0
F;D;27;Y;31;18;P;120;N;24;564.0;0
F;C;53;N;50;8;P;60;N;24;400.0;0
F;C;34;Y;31;1;P;12;Y;24;780.0;0
M;S;25;Y;31;18;C;12;Y;12;385.0;0
F;S;18;Y;31;8;C;0;Y;0;440.0;1
F;S;32;Y;31;12;P;24;N;48;600.0;0
M;S;20;Y;31;8;P;12;Y;24;423.0;0
F;D;61;Y;31;8;A;336;N;12;1025.0;0
F;O;41;Y;31;12;P;36;Y;12;1200.0;0
M;S;30;Y;31;18;A;24;N;12;500.0;0
M;S;30;Y;31;12;P;360;Y;12;364.0;0
M;S;36;N;50;18;P;360;Y;84;260.0;0
F;S;28;Y;31;12;P;60;N;0;189.0;1
F;S;24;N;50;12;O;36;Y;36;180.0;0
F;V;42;Y;31;8;P;264;N;12;523.0;0
F;C;26;Y;31;18;P;120;N;0;350.0;0
F;C;41;Y;5;12;P;96;Y;48;606.0;0
F;S;57;Y;31;8;P;120;Y;12;325.0;1
F;C;29;Y;31;25;A;12;Y;12;800.0;0
F;S;23;N;50;20;C;264;N;0;220.0;1
F;D;41;Y;31;28;O;48;N;24;500.0;0
M;S;35;Y;31;23;P;360;N;0;250.0;0
M;D;51;N;50;20;P;48;Y;0;566.0;1
F;C;38;Y;31;12;P;120;Y;12;300.0;0
F;S;24;Y;31;16;P;24;N;0;180.0;0
M;S;22;Y;31;12;C;276;N;12;192.0;0
F;S;35;Y;31;25;P;72;Y;84;650.0;0
F;S;48;Y;31;25;P;192;N;144;1000.0;0
F;S;29;Y;31;25;A;24;Y;48;432.0;1
F;V;42;Y;31;20;P;360;Y;0;430.0;0
F;S;20;Y;31;18;P;12;N;12;300.0;0
F;C;49;Y;31;8;A;48;N;108;800.0;0
M;S;20;N;50;3;P;12;Y;12;295.0;1
F;S;19;Y;31;12;C;84;Y;12;177.0;0
F;D;40;Y;31;25;P;180;N;360;350.0;1
M;C;45;N;31;28;P;24;Y;264;1280.0;0
M;S;18;N;50;20;C;204;Y;36;202.0;0
F;S;26;N;31;20;P;48;N;48;266.0;0
F;C;21;N;31;25;P;120;N;0;250.0;1
F;C;35;Y;31;18;P;420;N;12;220.0;1
F;S;28;Y;31;18;A;0;Y;12;367.0;0
F;S;18;N;50;28;A;12;N;36;350.0;1
F;S;26;Y;31;28;P;312;N;0;300.0;0
F;S;21;Y;31;20;P;60;N;12;482.0;0
F;O;46;Y;31;20;A;12;Y;120;342.0;0
M;C;41;Y;31;3;P;132;Y;84;433.0;0
F;S;21;Y;31;8;P;96;Y;12;204.0;0
F;C;26;Y;31;18;P;180;N;12;1200.0;0
F;C;45;Y;31;8;P;72;Y;0;0.0;0
F;S;33;N;31;12;P;396;Y;60;900.0;0
M;C;36;Y;31;12;P;240;Y;60;1000.0;0
M;S;18;Y;5;12;C;72;N;12;180.0;0
M;C;40;Y;32;18;A;24;N;48;768.0;0
F;O;30;Y;31;12;P;240;N;24;440.0;0
M;S;20;Y;31;12;P;132;N;12;232.0;1
F;S;21;Y;31;12;P;252;Y;12;200.0;1
F;S;22;Y;31;12;P;264;Y;0;284.0;0
F;S;21;Y;31;25;P;180;Y;0;327.0;0
F;V;52;Y;31;12;P;360;Y;12;950.0;0
F;S;33;N;31;3;P;300;N;12;340.0;0
M;S;24;N;50;12;O;12;Y;12;180.0;0
F;V;52;Y;50;20;P;480;N;228;500.0;0
M;C;33;N;50;25;A;36;Y;24;200.0;0
F;S;18;Y;31;28;P;216;Y;12;360.0;0
F;C;40;Y;31;3;A;36;Y;24;348.0;0
F;V;64;N;31;12;P;480;N;0;220.0;0
F;S;21;Y;31;3;P;96;Y;0;542.0;0
F;S;24;Y;31;28;P;48;N;12;350.0;0
F;C;25;Y;31;28;A;12;N;24;300.0;1
F;C;27;Y;23;18;C;24;Y;24;320.0;0
F;S;49;N;50;28;O;0;Y;0;180.0;0
M;S;24;Y;31;12;P;48;N;12;541.0;0
F;S;22;Y;31;28;O;24;N;24;550.0;0
F;S;23;Y;31;18;C;276;N;12;820.0;0
F;S;37;Y;50;25;P;264;N;48;1100.0;0
F;O;28;Y;31;8;P;96;Y;24;205.0;0
F;S;45;Y;31;18;P;0;N;468;838.0;1
M;C;36;Y;31;8;P;24;N;48;509.0;0
F;C;42;Y;31;12;P;204;N;12;271.0;0
F;S;40;Y;31;20;P;120;N;36;1200.0;0
F;S;21;N;31;8;P;252;Y;12;201.0;1
F;C;37;Y;31;8;A;24;N;12;250.0;1
M;S;35;Y;31;12;P;420;N;132;520.0;0
M;S;34;Y;31;12;P;204;Y;48;200.0;0
M;S;25;N;50;3;A;12;N;0;600.0;0
F;S;19;Y;31;25;P;240;N;84;800.0;0
M;C;59;Y;23;20;P;240;N;132;450.0;0
F;S;29;Y;31;8;P;240;N;36;800.0;0
F;S;23;Y;31;28;P;276;N;36;500.0;1
M;S;18;Y;31;25;C;12;Y;0;240.0;0
M;C;36;N;50;23;P;360;N;36;282.0;1
F;S;19;Y;31;18;A;12;Y;0;306.0;0
F;S;21;Y;31;28;C;252;Y;12;272.0;0
F;C;30;Y;31;25;A;168;N;132;800.0;1
F;S;25;Y;50;12;P;36;N;12;281.0;0
M;C;32;Y;31;12;A;24;N;12;954.0;0
F;S;34;N;50;3;P;108;Y;0;400.0;1
F;C;49;Y;31;18;P;36;Y;36;900.0;0
F;V;45;N;50;12;P;480;N;24;900.0;0
F;S;23;Y;23;18;C;36;Y;72;300.0;0
F;S;23;Y;50;18;P;276;Y;36;691.0;0
F;O;23;N;50;8;P;216;Y;24;190.0;1
M;S;20;N;31;20;P;24;N;12;230.0;0
F;C;29;Y;31;20;A;36;Y;60;300.0;0
F;V;43;Y;31;8;P;24;Y;12;400.0;1
M;C;40;Y;31;8;P;36;Y;60;393.0;0
M;S;23;N;50;1;A;12;Y;12;434.0;1
F;D;51;Y;5;28;P;120;N;0;626.0;0
F;V;59;Y;5;8;P;72;N;0;369.0;0
F;C;22;Y;31;18;P;12;N;24;800.0;0
F;S;18;N;31;12;P;216;N;24;300.0;1
F;S;44;Y;31;28;P;108;Y;48;250.0;1
F;S;32;Y;31;1;P;24;Y;24;408.0;0
F;S;45;N;5;3;P;120;N;84;240.0;0
F;S;25;N;31;20;P;48;Y;0;283.0;0
M;D;35;N;31;12;P;0;N;12;559.0;0
F;C;33;N;31;8;P;132;N;12;300.0;0
M;O;24;N;31;12;A;0;Y;0;600.0;0
F;D;36;Y;31;20;P;432;Y;132;1000.0;0
M;C;43;Y;31;23;A;12;Y;60;350.0;0
F;S;35;Y;31;28;P;60;N;0;600.0;0
F;S;24;Y;31;28;P;144;N;12;200.0;0
F;C;31;Y;31;20;P;96;N;36;279.0;0
M;S;21;N;50;28;A;12;N;12;450.0;1
F;C;56;Y;31;20;P;84;N;0;250.0;1
F;S;20;Y;5;25;C;240;Y;12;240.0;0
F;V;36;Y;31;8;P;36;N;84;402.0;1
F;S;24;N;50;28;P;12;N;36;800.0;1
M;S;21;Y;31;8;A;0;Y;0;246.0;1
M;C;23;N;50;20;P;24;N;12;377.0;1
F;C;48;Y;31;12;P;216;Y;300;1400.0;0
F;C;40;Y;31;12;P;36;Y;48;510.0;0
M;S;24;Y;31;8;P;288;Y;36;550.0;0
M;S;20;N;50;12;C;84;N;12;188.0;0
F;C;25;Y;31;28;P;36;Y;24;247.0;0
F;S;44;Y;31;28;A;36;N;36;550.0;1
M;S;42;Y;31;8;P;240;Y;12;443.0;0
F;S;23;Y;50;8;A;0;Y;12;240.0;0
F;S;26;Y;31;18;A;48;N;0;550.0;1
F;C;42;Y;26;18;P;144;N;12;358.0;0
M;S;19;Y;31;20;P;84;Y;24;440.0;1
M;S;21;N;50;8;P;252;Y;24;250.0;0
F;S;20;Y;5;12;O;60;Y;12;300.0;0
M;O;21;Y;31;23;P;60;N;0;420.0;0
F;C;46;Y;31;20;P;144;N;36;431.0;0
F;S;34;Y;31;20;P;24;N;24;1000.0;0
M;C;31;Y;31;6;P;24;Y;12;280.0;0
M;S;29;Y;31;8;P;24;Y;12;386.0;0
M;S;18;Y;31;18;P;60;Y;0;420.0;0
F;S;37;Y;31;8;P;72;N;144;800.0;0
F;S;21;Y;31;3;C;252;Y;12;300.0;1
M;S;33;Y;50;12;A;36;Y;12;519.0;0
M;S;21;Y;31;28;C;240;N;24;350.0;1
F;C;40;Y;50;25;A;24;Y;36;330.0;0
F;S;27;Y;31;6;C;12;Y;36;919.0;0
M;S;36;N;50;8;P;432;Y;36;310.0;0
F;S;35;N;50;25;P;132;N;84;550.0;0
M;S;31;Y;31;23;C;36;N;120;1100.0;0
M;S;23;Y;31;12;C;48;Y;48;280.0;0
F;S;43;N;50;18;A;120;Y;60;948.0;0
F;S;21;Y;23;28;P;48;N;48;200.0;0
F;S;20;Y;31;18;P;228;N;0;200.0;0
M;C;29;Y;31;8;P;48;N;84;1312.0;0
M;C;23;Y;31;8;P;12;Y;48;954.0;0
F;C;37;Y;31;1;P;96;Y;48;632.0;0
F;C;45;Y;31;18;P;24;Y;144;600.0;0
M;V;66;N;50;8;P;60;Y;72;896.0;0
F;C;52;Y;31;8;P;420;N;0;400.0;0
F;V;52;Y;5;12;P;336;N;0;760.0;0
M;S;26;Y;31;8;A;36;Y;72;450.0;0
F;C;46;Y;31;8;P;240;N;240;720.0;0
F;S;31;N;31;12;P;60;Y;0;270.0;0
F;S;23;Y;31;18;O;36;Y;24;290.0;0
M;S;30;Y;31;8;O;48;N;36;430.0;0
M;S;24;Y;31;20;P;288;N;0;430.0;0
F;O;45;Y;31;20;P;240;N;360;600.0;0
F;C;26;Y;31;12;P;24;Y;12;800.0;0
F;S;19;Y;31;18;P;72;Y;12;271.0;0
F;S;20;N;50;23;P;240;N;12;500.0;1
F;S;23;Y;31;12;P;264;N;12;446.0;0
F;S;25;Y;50;12;P;300;Y;24;480.0;0
F;C;35;Y;31;12;A;24;N;120;300.0;0
F;S;27;N;50;28;P;12;Y;12;401.0;0
F;S;20;Y;31;3;P;240;Y;0;305.0;0
F;S;21;Y;5;20;P;240;N;12;240.0;0
M;C;30;Y;50;16;A;12;Y;12;280.0;0
F;C;36;N;31;28;P;120;N;0;0.0;0
F;S;56;Y;31;12;A;60;N;12;400.0;0
M;C;33;Y;31;18;P;48;N;48;608.0;1
F;S;23;Y;31;28;A;60;N;36;600.0;0
F;O;40;Y;31;25;P;60;N;24;1300.0;0
F;V;58;Y;31;12;P;36;Y;0;890.0;1
M;C;27;Y;31;18;P;144;N;60;608.0;1
F;S;18;Y;33;20;P;216;N;12;227.0;0
F;S;18;Y;50;12;P;36;N;24;600.0;1
F;S;26;Y;31;12;P;228;Y;24;888.0;0
M;C;23;Y;50;12;P;60;N;36;709.0;0
M;S;18;Y;31;25;P;216;Y;12;203.0;0
F;S;35;Y;50;28;P;144;N;192;450.0;0
M;S;18;N;5;18;C;0;N;12;210.0;0
F;C;36;Y;31;3;P;432;Y;12;331.0;1
M;C;59;Y;31;20;P;480;N;0;760.0;0
M;S;23;Y;31;11;P;252;N;24;600.0;0
F;C;37;Y;31;20;P;144;Y;24;1000.0;0
M;S;19;Y;50;12;A;48;Y;12;260.0;1
F;C;31;Y;31;18;P;36;N;0;270.0;1
F;S;31;Y;50;18;C;360;Y;12;489.0;0
F;O;48;Y;31;18;P;312;Y;168;600.0;0
M;S;29;Y;31;12;P;24;N;36;1000.0;0
F;C;30;Y;31;20;P;84;N;24;180.0;0
F;S;25;Y;31;23;P;156;Y;36;793.0;0
M;C;44;Y;31;20;P;96;N;12;432.0;0
F;C;49;Y;31;1;P;360;Y;108;360.0;0
F;S;40;Y;31;23;A;108;N;216;683.0;0
F;C;39;Y;31;8;P;192;N;216;650.0;0
F;S;23;Y;50;28;P;108;N;24;300.0;1
F;S;51;N;50;20;P;360;Y;12;305.0;0
F;C;23;N;31;12;P;120;N;12;700.0;0
M;S;36;N;31;28;P;72;N;12;535.0;1
M;S;20;Y;31;8;C;60;N;24;850.0;1
F;S;23;Y;31;18;C;264;Y;12;600.0;0
F;S;25;Y;31;25;P;108;N;24;700.0;0
M;C;41;Y;31;8;P;48;Y;60;1439.0;0
F;S;64;Y;31;18;P;12;Y;240;384.0;0
F;V;54;Y;31;28;P;240;N;12;393.0;0
F;C;43;Y;31;20;P;180;Y;12;1000.0;0
M;S;28;Y;31;8;O;84;Y;60;340.0;1
F;C;35;N;50;1;P;144;Y;0;180.0;0
F;V;54;Y;31;18;P;540;N;204;389.0;1
F;V;59;Y;31;25;P;60;N;0;0.0;0
F;S;22;Y;31;18;P;72;N;36;1100.0;0
M;C;34;Y;31;20;P;120;Y;180;1300.0;0
M;C;28;N;50;20;P;324;Y;108;300.0;0
F;C;52;Y;5;8;P;144;N;12;680.0;1
F;S;44;Y;43;8;P;36;N;276;250.0;0
M;S;20;Y;31;12;P;240;N;0;800.0;1
M;S;31;Y;50;12;P;48;N;12;480.0;0
F;S;53;N;31;28;P;432;N;0;180.0;0
F;S;39;N;50;8;P;240;Y;0;202.0;0
F;S;59;Y;31;18;P;168;Y;24;250.0;0
M;D;57;N;31;18;P;120;N;60;572.0;0
F;S;70;Y;31;28;P;360;N;24;180.0;0
F;S;25;N;50;25;A;12;Y;36;175.0;0
F;C;39;Y;31;18;P;24;N;12;1000.0;1
F;C;39;Y;50;18;P;120;N;72;600.0;0
F;S;19;Y;50;28;C;228;Y;0;200.0;1
F;O;35;Y;31;8;O;180;N;24;372.0;0
M;S;35;Y;31;12;P;420;Y;12;293.0;1
M;S;63;N;50;18;P;120;N;48;800.0;0
M;S;28;Y;31;12;A;312;Y;0;295.0;1
F;S;23;Y;50;8;P;252;Y;12;489.0;1
F;S;18;Y;31;8;O;12;Y;12;270.0;0
F;S;19;N;50;12;P;12;N;12;241.0;0
M;C;33;Y;31;12;P;60;N;60;810.0;0
F;V;60;Y;31;18;P;480;N;120;180.0;0
F;S;45;Y;31;1;P;312;N;360;600.0;1
F;S;24;Y;31;28;P;24;N;24;220.0;0
F;C;28;Y;31;12;C;336;Y;0;600.0;0
F;S;32;Y;31;18;C;240;Y;24;340.0;0
M;C;27;Y;31;12;P;120;Y;120;404.0;0
M;C;40;Y;31;8;O;60;Y;60;540.0;0
F;C;18;Y;31;3;P;120;Y;12;245.0;0
M;S;21;Y;31;8;A;48;Y;12;444.0;0
F;C;48;Y;31;18;P;240;Y;12;1000.0;0
F;S;18;Y;31;12;C;120;Y;12;400.0;0
M;S;19;Y;31;8;P;120;N;12;371.0;1
F;C;43;Y;50;28;P;276;N;72;600.0;0
F;C;31;Y;31;12;P;24;Y;48;180.0;1
F;C;34;Y;31;18;P;180;Y;36;400.0;0
F;S;23;Y;31;8;P;36;N;24;363.0;0
F;C;33;Y;24;8;P;96;N;24;1000.0;0
F;D;36;Y;23;20;P;48;N;48;180.0;0
F;S;19;Y;31;1;P;120;Y;24;600.0;0
F;S;29;Y;31;20;P;60;Y;24;600.0;0
M;S;38;N;50;12;P;456;Y;36;283.0;0
M;S;19;N;50;25;C;228;Y;12;223.0;0
F;C;37;Y;31;18;P;48;N;0;900.0;0
F;S;39;N;50;28;P;120;N;0;500.0;0
M;S;21;Y;50;8;P;180;N;12;350.0;0
F;S;27;Y;31;18;P;12;Y;0;404.0;0
F;O;36;Y;31;28;P;48;Y;12;261.0;0
F;V;54;Y;50;12;P;420;Y;228;369.0;0
F;S;36;N;31;12;P;12;Y;72;300.0;0
F;S;31;N;31;18;P;24;Y;24;900.0;1
F;S;24;Y;50;12;P;240;Y;0;300.0;0
M;S;19;Y;31;8;P;240;N;12;426.0;0
M;D;43;Y;31;12;P;180;Y;36;436.0;0
F;S;28;N;50;8;P;120;N;0;500.0;0
F;C;21;N;50;8;P;24;N;36;200.0;0
F;C;43;Y;23;12;A;12;Y;60;365.0;0
M;S;18;Y;31;8;P;120;N;36;380.0;1
M;O;43;Y;31;16;C;360;N;0;314.0;0
F;S;46;N;50;12;O;84;Y;48;339.0;0
F;C;44;Y;31;23;P;48;N;0;0.0;0
M;C;32;N;50;25;C;372;N;12;400.0;1
F;S;22;Y;31;18;P;264;Y;24;270.0;1
M;S;20;N;50;28;P;24;Y;12;324.0;1
F;S;24;Y;31;28;P;288;N;12;850.0;0
M;C;43;Y;31;25;A;12;N;96;730.0;0
F;D;41;Y;5;12;P;36;Y;60;240.0;0
F;D;34;N;50;25;P;408;Y;24;187.0;0
F;S;33;Y;31;12;P;0;Y;60;489.0;1
F;C;41;Y;31;28;P;12;Y;156;304.0;0
F;S;23;Y;31;18;P;12;Y;12;400.0;1
M;S;27;Y;31;28;A;0;Y;0;444.0;0
F;S;20;Y;31;8;P;240;Y;12;268.0;0
F;S;22;Y;31;20;P;240;Y;0;286.0;0
F;S;35;N;50;20;P;360;N;24;257.0;0
F;V;50;N;50;12;O;36;N;36;958.0;1
F;S;19;Y;31;3;P;228;Y;12;335.0;0
F;S;28;Y;31;16;P;108;Y;0;250.0;1
F;C;35;Y;31;28;P;240;N;180;320.0;0
M;O;32;Y;31;3;P;372;N;36;627.0;0
M;C;50;Y;5;12;P;216;N;36;697.0;0
F;S;28;Y;31;12;P;120;N;0;500.0;1
M;C;43;Y;31;12;P;24;N;0;950.0;1
F;O;28;Y;50;12;A;312;Y;12;350.0;1
F;S;25;Y;23;28;P;300;Y;12;300.0;0
M;C;44;Y;31;8;P;60;Y;108;576.0;0
F;S;35;Y;31;28;A;48;N;60;200.0;0
F;V;42;Y;31;18;A;24;N;12;543.0;0
F;S;34;Y;31;12;P;408;N;12;180.0;0
F;D;40;N;50;25;P;216;Y;240;399.0;0
F;C;34;Y;31;25;P;96;N;24;850.0;0
F;S;24;Y;5;12;A;120;Y;24;449.0;0
M;C;53;Y;31;20;P;36;N;72;1055.0;0
F;O;22;Y;31;18;P;60;N;24;350.0;0
F;S;47;Y;31;20;A;24;N;0;1400.0;0
F;V;57;Y;31;3;P;540;N;0;638.0;0
F;C;38;N;50;18;P;12;N;120;300.0;1
M;S;25;N;31;12;C;300;N;24;740.0;0
F;V;45;N;50;18;P;288;N;0;322.0;0
F;S;29;Y;31;18;P;96;N;36;600.0;0
F;S;21;N;31;18;O;0;Y;0;220.0;1
F;S;30;Y;31;20;P;120;N;12;300.0;1
M;C;44;N;50;20;P;120;Y;24;500.0;0
F;S;19;Y;50;12;C;156;Y;12;573.0;0
F;S;24;Y;31;18;C;72;Y;24;500.0;0
F;C;54;Y;31;18;P;192;N;120;690.0;0
F;V;67;Y;31;12;P;144;Y;0;1131.0;0
F;C;37;Y;31;20;P;216;N;216;700.0;0
M;C;59;Y;31;12;P;240;Y;324;931.0;0
F;C;54;Y;31;3;P;24;N;0;196.0;0
F;C;42;Y;31;18;P;120;N;60;500.0;0
F;C;53;Y;31;8;O;12;N;48;250.0;1
M;C;22;Y;31;8;P;48;N;12;305.0;0
F;D;25;Y;31;20;C;240;N;12;360.0;0
F;S;58;N;50;8;P;60;N;0;220.0;0
F;S;24;Y;31;28;C;264;Y;48;625.0;0
M;O;43;N;31;25;P;24;Y;24;244.0;0
F;S;43;Y;31;18;P;300;N;24;680.0;0
F;S;23;Y;31;12;P;84;Y;12;240.0;0
F;S;24;Y;31;20;P;60;Y;12;220.0;1
M;S;52;Y;31;8;P;24;Y;84;919.0;0
F;C;27;Y;31;8;P;48;N;300;500.0;0
M;S;54;Y;31;8;P;84;N;420;1108.0;1
F;C;21;Y;31;8;P;12;N;36;501.0;1
M;S;44;Y;31;12;O;60;Y;60;750.0;0
F;S;43;Y;31;25;P;96;Y;192;1074.0;1
F;S;22;Y;31;8;C;264;N;24;382.0;1
M;S;45;N;50;20;P;456;N;252;281.0;1
F;C;34;Y;50;8;A;0;Y;0;218.0;1
M;S;18;Y;50;28;C;216;N;0;800.0;0
F;C;45;Y;5;20;P;12;Y;12;331.0;0
F;C;22;Y;27;12;P;24;Y;48;615.0;0
F;C;25;N;50;25;P;300;N;12;300.0;0
F;S;38;Y;31;18;A;0;Y;168;376.0;0
F;C;26;Y;31;8;A;24;Y;12;391.0;0
F;O;21;Y;50;23;P;36;N;36;300.0;0
F;C;49;Y;31;12;P;312;N;144;663.0;1
M;O;22;Y;31;12;P;12;Y;0;273.0;0
F;S;28;N;50;25;P;48;N;12;150.0;1
F;S;19;Y;5;22;C;36;Y;12;213.0;0
M;S;20;N;50;18;C;216;Y;0;180.0;1
F;S;21;Y;50;8;C;252;Y;12;342.0;0
F;S;18;Y;31;1;P;216;N;36;270.0;0
F;C;41;Y;31;8;P;228;N;216;700.0;0
M;C;24;N;31;12;A;36;Y;12;326.0;0
M;C;38;Y;31;20;A;0;Y;72;856.0;0
F;S;22;Y;31;25;P;144;N;0;500.0;1
F;D;56;Y;31;12;P;360;N;12;350.0;0
F;S;29;Y;31;28;P;96;N;24;752.0;0
M;C;24;N;50;20;P;36;Y;36;302.0;0
M;C;23;Y;50;8;P;24;N;48;730.0;0
M;S;19;N;50;8;P;72;N;12;212.0;1
F;S;18;Y;31;18;P;228;Y;24;500.0;0
M;S;23;N;31;8;P;276;N;60;740.0;0
F;O;59;Y;31;12;P;360;N;324;1337.0;0
F;S;45;Y;31;25;O;48;Y;36;221.0;0
M;S;20;Y;31;18;P;144;N;12;250.0;1
F;S;20;Y;31;20;P;240;N;24;300.0;0
F;C;43;Y;31;18;P;120;N;0;600.0;0
M;C;54;N;31;12;P;72;N;0;967.0;0
F;S;61;Y;31;8;P;360;Y;360;1094.0;0
M;S;19;Y;31;8;O;12;Y;12;230.0;1
M;S;21;Y;23;8;P;240;Y;24;400.0;0
M;S;30;N;31;8;P;36;Y;132;1399.0;0
M;C;41;Y;31;8;P;492;N;48;500.0;0
F;C;55;Y;50;12;P;300;N;24;400.0;0
F;C;21;N;31;3;P;48;N;48;500.0;0
M;S;35;Y;50;8;P;180;N;180;800.0;0
F;S;38;Y;31;12;P;24;Y;12;227.0;0
M;S;26;Y;31;12;P;324;Y;60;350.0;1
M;C;26;Y;31;1;P;12;N;60;220.0;1
F;S;30;Y;31;12;P;72;N;120;970.0;0
M;S;18;N;50;18;A;24;N;12;500.0;1
F;C;61;Y;31;12;O;12;N;0;0.0;0
M;S;32;Y;50;25;A;24;Y;36;600.0;0
M;C;26;N;50;3;P;60;N;0;270.0;0
F;S;43;Y;31;6;P;12;N;0;0.0;0
M;S;19;Y;31;12;P;120;Y;12;871.0;0
F;C;50;Y;31;18;P;48;N;0;180.0;0
F;O;52;N;50;8;P;24;N;60;362.0;1
F;C;25;Y;31;8;P;168;Y;60;360.0;0
M;C;40;Y;31;3;A;48;Y;36;800.0;0
F;C;38;Y;31;20;P;180;N;0;300.0;0
M;S;19;Y;31;12;P;12;Y;12;220.0;0
F;S;22;Y;31;20;P;264;N;24;300.0;0
M;C;48;Y;31;8;P;132;N;144;573.0;0
F;S;28;Y;31;12;P;240;Y;60;360.0;0
F;S;20;Y;31;1;P;240;N;12;337.0;1
F;S;39;N;50;8;P;468;N;180;300.0;1
F;S;29;Y;31;12;P;120;N;24;500.0;1
F;C;44;Y;23;20;P;144;Y;156;1000.0;0
M;C;46;Y;31;12;P;180;N;360;868.0;0
M;C;36;Y;31;3;P;432;N;48;865.0;0
F;S;22;Y;31;20;P;72;N;24;400.0;0
M;S;18;N;50;20;P;72;Y;24;200.0;0
F;S;28;Y;31;25;P;60;Y;12;850.0;0
F;C;19;Y;31;18;A;36;N;0;350.0;0
F;C;57;Y;31;18;A;48;N;60;676.0;0
M;S;19;Y;50;12;C;36;N;72;199.0;1
M;S;25;Y;5;23;P;24;N;24;900.0;0
F;C;24;Y;31;12;P;36;Y;0;280.0;0
F;C;38;Y;31;12;P;60;Y;0;180.0;0
M;S;23;N;5;25;P;120;N;60;350.0;0
F;S;27;N;50;20;A;48;N;0;240.0;1
F;S;18;Y;31;25;P;216;N;24;195.0;1
F;C;46;Y;31;12;A;12;N;0;0.0;0
F;S;38;Y;31;12;P;60;N;12;200.0;0
F;S;44;Y;31;18;P;240;N;0;600.0;0
M;S;22;Y;31;8;C;72;Y;24;216.0;0
F;S;18;Y;31;12;P;120;N;12;562.0;1
F;S;29;Y;31;8;P;180;Y;12;360.0;0
F;S;18;Y;31;8;P;12;Y;48;250.0;0
F;V;37;Y;31;18;P;360;N;60;360.0;0
F;S;20;Y;31;8;P;240;N;12;628.9;0
F;S;21;Y;31;28;P;48;N;12;500.0;1
F;S;24;Y;31;12;P;24;Y;24;347.0;0
F;S;22;Y;31;8;P;36;N;0;300.0;0
F;V;32;Y;50;18;P;384;Y;24;250.0;1
F;S;53;Y;31;12;A;0;N;36;639.0;0
F;S;22;N;50;20;P;72;N;12;240.0;0
F;S;33;Y;31;25;P;360;N;96;180.0;0
F;O;28;Y;50;12;C;336;Y;0;408.0;0
M;C;31;Y;31;12;P;12;N;12;850.0;0
M;O;20;N;50;8;A;12;N;12;272.0;0
F;C;29;Y;50;12;P;348;N;132;600.0;0
M;S;35;Y;31;3;P;12;Y;48;1380.0;0
F;S;33;Y;31;8;P;12;Y;0;322.0;0
F;C;34;Y;31;12;P;120;N;12;800.0;1
F;S;19;Y;31;12;P;12;Y;12;400.0;0
F;S;35;N;50;20;P;120;N;12;300.0;0
F;C;53;Y;50;18;P;276;N;60;718.0;0
F;S;46;Y;31;20;A;36;Y;120;1091.0;0
M;S;23;N;50;12;P;204;N;0;557.0;0
M;S;18;Y;31;12;P;216;Y;12;800.0;0
M;S;22;Y;31;12;P;144;Y;12;500.0;0
M;S;46;N;50;20;P;360;N;0;300.0;0
F;S;28;Y;50;20;O;60;Y;60;193.0;0
F;S;33;Y;31;12;A;240;N;48;400.0;0
F;S;18;Y;31;1;P;48;N;0;267.0;0
F;C;43;Y;31;8;P;12;Y;12;530.0;0
F;S;24;Y;31;1;P;240;Y;48;750.0;0
F;C;47;Y;50;20;P;108;N;60;300.0;0
M;S;21;N;31;28;P;72;N;0;600.0;1
